loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
335,4,Graduate,No,715000,1561000,20,697,581000,497000,1683000,460000,Approved
336,1,Not Graduate,No,317000,1272000,20,640,168000,56000,972000,598000,Approved
337,4,Graduate,No,453000,2175000,20,666,463000,501000,252000,537000,Rejected
338,1,Graduate,No,857000,3568000,20,560,2595000,1252000,1766000,721000,Approved
339,0,Not Graduate,Yes,1483000,4011000,25,760,2893000,2742000,3864000,2917000,Approved
340,1,Graduate,Yes,1040000,3374000,20,553,2997000,1966000,1730000,797000,Rejected
341,3,Not Graduate,No,158000,339000,20,613,234000,341000,443000,303000,Approved
342,3,Graduate,No,853000,2182000,20,658,1868000,66000,1225000,1609000,Approved
343,5,Graduate,Yes,734000,2641000,20,819,1617000,1800000,1857000,1024000,Approved
344,3,Not Graduate,No,916000,5000000,10,614,2112000,2214000,2827000,984000,Rejected
345,2,Not Graduate,No,2001000,5000000,10,593,3611000,178000,7659000,3306000,Approved
346,4,Graduate,No,183000,832000,15,603,195000,143000,474000,125000,Approved
347,5,Not Graduate,No,477000,2849000,10,791,797000,913000,702000,366000,Rejected
348,3,Not Graduate,No,1028000,5000000,10,411,3515000,1230000,2994000,466000,Rejected
349,2,Not Graduate,No,250000,697000,5,565,293000,3000,809000,137000,Rejected
350,3,Graduate,No,1827000,5000000,15,882,4786000,1620000,3137000,578000,Approved
351,0,Graduate,No,889000,2965000,25,700,2954000,1287000,1346000,1519000,Approved
352,4,Not Graduate,No,1214000,5000000,15,556,2564000,2670000,843000,64000,Rejected
353,5,Not Graduate,No,483000,2304000,15,646,901000,1001000,1323000,424000,Approved
354,3,Graduate,No,1188000,5000000,15,656,816000,2811000,2180000,903000,Rejected
355,1,Graduate,No,1402000,5000000,15,722,3800000,1640000,867000,1130000,Rejected
356,0,Graduate,No,814000,5000000,20,806,2618000,1624000,1864000,1380000,Approved
357,5,Graduate,No,815000,3166000,20,683,2802000,205000,3228000,1346000,Approved
358,4,Graduate,No,834000,4271000,5,604,788000,1081000,250000,1121000,Rejected
359,3,Graduate,No,399000,1948000,20,717,1294000,914000,842000,556000,Rejected
360,4,Graduate,No,636000,4007000,5,591,944000,1334000,2385000,1028000,Rejected
361,2,Graduate,No,634000,4046000,20,562,1446000,1039000,2435000,508000,Rejected
362,4,Graduate,Yes,898000,5000000,25,500,912000,335000,1287000,834000,Rejected
363,0,Not Graduate,No,1341000,4303000,25,517,1468000,610000,1032000,707000,Rejected
364,1,Graduate,No,352000,1652000,10,574,803000,597000,613000,181000,Rejected
365,2,Graduate,No,645000,4429000,20,550,1194000,525000,866000,1208000,Rejected
366,1,Graduate,Yes,1834000,5000000,20,677,6210000,1511000,3635000,2812000,Rejected
367,2,Graduate,No,432000,3415000,25,548,495000,915000,1047000,403000,Rejected
368,3,Graduate,Yes,410000,1717000,15,383,1275000,21000,1269000,52000,Rejected
369,0,Not Graduate,No,798000,3979000,15,561,1415000,783000,2053000,1196000,Rejected
370,3,Graduate,No,1212000,5000000,10,610,885000,722000,4338000,2302000,Approved
371,0,Graduate,No,705000,3244000,5,599,751000,48000,2093000,1309000,Rejected
372,4,Not Graduate,No,1661000,5000000,20,779,4515000,899000,3526000,2396000,Approved
373,1,Not Graduate,No,1222000,3582000,15,598,3599000,563000,691000,1605000,Rejected
374,3,Graduate,Yes,1210000,5000000,15,725,516000,1526000,3914000,346000,Approved
375,2,Graduate,No,1004000,5000000,20,648,1619000,1092000,2897000,218000,Approved
376,1,Graduate,No,3178000,5000000,20,646,5979000,3748000,4484000,1802000,Approved
377,1,Graduate,No,613000,3467000,25,579,1390000,1345000,616000,705000,Rejected
378,0,Graduate,No,190000,1474000,20,645,453000,235000,507000,348000,Rejected
379,1,Graduate,No,1986000,5000000,25,585,5874000,3173000,851000,3473000,Approved
380,1,Graduate,No,520000,2128000,20,664,611000,842000,1649000,336000,Approved
381,0,Graduate,No,751000,5000000,10,630,494000,970000,740000,574000,Rejected
382,3,Not Graduate,No,1640000,5000000,5,570,1471000,1250000,3960000,1074000,Approved
383,1,Graduate,No,247000,875000,25,734,815000,558000,317000,268000,Approved
384,1,Graduate,Yes,310000,1755000,10,686,635000,340000,608000,504000,Approved
385,1,Not Graduate,No,247000,912000,15,612,247000,353000,796000,390000,Approved
386,2,Graduate,No,418000,2465000,20,662,1177000,584000,510000,743000,Approved
387,2,Graduate,No,932000,2388000,10,643,2030000,1928000,213000,995000,Approved
388,3,Graduate,No,984000,5000000,10,576,1452000,1315000,395000,1312000,Rejected
389,2,Graduate,No,838000,3787000,15,656,300000,957000,327000,1601000,Approved
390,2,Graduate,No,279000,1541000,15,597,783000,321000,527000,381000,Rejected
391,1,Graduate,No,156000,336000,20,570,405000,304000,66000,59000,Approved
392,1,Graduate,Yes,725000,4475000,5,512,826000,598000,1239000,498000,Rejected
393,3,Graduate,No,515000,2563000,15,620,592000,1204000,1453000,102000,Approved
394,1,Graduate,No,944000,5000000,10,698,1103000,1998000,3334000,251000,Approved
395,4,Not Graduate,No,1105000,4303000,20,591,2702000,382000,1065000,1115000,Rejected
396,2,Not Graduate,No,766000,2202000,10,864,951000,608000,2696000,1142000,Approved
397,2,Graduate,No,1147000,5000000,10,725,1483000,2597000,4490000,480000,Approved
398,2,Graduate,No,812000,5000000,20,761,1222000,565000,2063000,547000,Rejected
399,4,Not Graduate,No,988000,3326000,10,718,3395000,785000,2939000,698000,Rejected
400,2,Graduate,No,443000,2682000,20,807,785000,241000,879000,748000,Approved
401,2,Graduate,No,623000,1432000,15,583,939000,85000,244000,255000,Rejected
402,4,Not Graduate,Yes,796000,5000000,10,432,1436000,952000,3060000,93000,Rejected
403,2,Graduate,No,1193000,4093000,15,612,3104000,2251000,4517000,1511000,Approved
404,2,Graduate,No,542000,2552000,25,697,1695000,894000,736000,584000,Approved
405,1,Graduate,No,982000,4131000,15,663,3408000,68000,848000,54000,Approved
406,1,Graduate,Yes,589000,1577000,15,673,1093000,771000,209000,908000,Approved
407,3,Graduate,No,649000,2644000,20,762,1150000,536000,1325000,569000,Approved
408,1,Graduate,No,1200000,4921000,15,682,1628000,1925000,4448000,1342000,Approved
409,0,Not Graduate,Yes,192000,985000,20,718,536000,194000,50000,261000,Approved
410,0,Graduate,No,301000,2358000,25,570,722000,738000,748000,45000,Rejected
411,5,Not Graduate,No,267000,1287000,20,557,391000,553000,897000,103000,Rejected
412,2,Graduate,Yes,154000,1153000,15,787,302000,270000,243000,147000,Approved
413,2,Graduate,No,450000,2146000,15,659,431000,580000,1119000,173000,Rejected
414,4,Graduate,No,1139000,3013000,25,597,2871000,1683000,2085000,316000,Approved
415,1,Graduate,No,582000,1968000,15,597,644000,643000,207000,398000,Approved
416,3,Graduate,No,796000,3538000,10,595,1129000,1581000,1646000,702000,Approved
417,3,Graduate,No,1421000,5000000,25,590,736000,3227000,636000,2426000,Rejected
418,2,Graduate,No,1659000,5000000,25,541,1665000,4144000,4598000,2008000,Rejected
419,3,Graduate,No,669000,4062000,15,522,618000,1002000,876000,1246000,Rejected
420,5,Graduate,No,1687000,5000000,15,633,4476000,2876000,5449000,1588000,Approved
421,1,Graduate,No,743000,3676000,20,600,1874000,743000,1775000,722000,Rejected
422,0,Graduate,No,406000,1780000,20,744,821000,9000,1521000,267000,Approved
423,3,Graduate,No,476000,2700000,20,675,732000,837000,1417000,100000,Approved
424,2,Not Graduate,No,267000,734000,15,673,840000,623000,781000,103000,Approved
425,2,Not Graduate,No,393000,1169000,15,587,1230000,845000,506000,72000,Rejected
426,1,Graduate,No,555000,2119000,15,640,1237000,1219000,1012000,789000,Rejected
427,4,Graduate,No,1180000,3572000,10,681,2838000,1186000,3549000,862000,Approved
428,3,Graduate,No,2142000,5000000,20,711,6102000,3821000,6246000,239000,Approved
429,5,Graduate,No,285000,612000,10,642,745000,455000,798000,432000,Approved
430,2,Graduate,Yes,904000,2677000,15,742,922000,1223000,118000,494000,Approved
431,5,Graduate,No,356000,2640000,20,651,680000,135000,60000,638000,Rejected
432,2,Not Graduate,Yes,953000,5000000,15,717,749000,1371000,346000,1577000,Approved
433,2,Not Graduate,No,643000,3167000,15,608,1858000,480000,144000,413000,Rejected
434,3,Graduate,No,213000,1059000,25,496,509000,375000,663000,109000,Rejected
435,2,Graduate,No,1280000,5000000,10,673,4394000,3024000,2858000,2543000,Approved
436,2,Graduate,No,472000,1046000,25,712,348000,859000,977000,778000,Approved
437,1,Graduate,No,495000,2258000,5,699,957000,321000,215000,919000,Approved
438,1,Graduate,Yes,349000,907000,15,686,913000,406000,1089000,29000,Approved
439,3,Graduate,No,458000,2018000,20,620,1409000,647000,212000,557000,Rejected
440,0,Graduate,No,924000,5000000,15,581,2801000,1677000,892000,527000,Rejected
441,3,Graduate,No,619000,4037000,20,697,586000,229000,2039000,483000,Rejected
442,1,Graduate,No,867000,5000000,10,686,2985000,1139000,2429000,197000,Approved
443,1,Graduate,No,886000,5000000,20,602,3048000,1905000,409000,1337000,Approved
444,3,Not Graduate,No,1652000,5000000,10,744,5618000,114000,641000,1776000,Approved
445,1,Graduate,No,560000,3654000,20,575,1268000,1019000,944000,893000,Approved
446,5,Graduate,No,268000,1596000,20,600,794000,590000,657000,74000,Rejected
447,5,Graduate,No,1401000,5000000,15,789,761000,2787000,1488000,2795000,Approved
448,2,Graduate,No,564000,2118000,5,724,630000,1314000,1344000,412000,Approved
449,2,Graduate,No,1445000,5000000,20,620,859000,2828000,2170000,2753000,Approved
450,0,Graduate,Yes,898000,3189000,20,674,1722000,1163000,2151000,1229000,Approved
451,3,Graduate,No,643000,3164000,15,663,2178000,767000,1884000,169000,Rejected
452,0,Graduate,No,878000,2526000,20,417,2087000,70000,2975000,1383000,Rejected
453,4,Graduate,No,2488000,5000000,5,573,4419000,116000,2149000,2845000,Approved
454,5,Graduate,No,2700000,5000000,10,646,7660000,4316000,1166000,1129000,Approved
455,0,Graduate,No,732000,2754000,20,620,1509000,504000,411000,304000,Rejected
456,3,Graduate,No,777000,3880000,10,671,1371000,597000,579000,1483000,Rejected
457,2,Not Graduate,No,1409000,4192000,15,746,3260000,2843000,1923000,2814000,Approved
458,2,Graduate,No,404000,3141000,20,623,783000,112000,86000,474000,Rejected
459,0,Not Graduate,No,869000,4068000,20,560,2045000,617000,2908000,361000,Rejected
460,3,Graduate,Yes,688000,2830000,5,678,1973000,1178000,2347000,491000,Approved
461,0,Graduate,No,858000,1866000,10,622,1527000,66000,2472000,398000,Approved
462,4,Graduate,Yes,407000,2873000,15,637,663000,529000,607000,502000,Approved
463,2,Graduate,No,249000,1433000,20,625,520000,53000,711000,207000,Rejected
464,2,Graduate,No,182000,819000,15,841,582000,347000,426000,143000,Approved
465,4,Graduate,Yes,339000,1177000,20,460,561000,538000,910000,547000,Rejected
466,3,Graduate,Yes,520000,3365000,20,617,1567000,791000,230000,1003000,Rejected
467,2,Graduate,No,579000,4443000,25,650,1317000,320000,2033000,251000,Rejected
468,2,Not Graduate,No,2466000,5000000,15,584,838000,4468000,3600000,2116000,Approved
469,2,Graduate,No,1437000,4037000,10,726,2621000,1084000,1653000,1575000,Approved
470,1,Graduate,No,375000,996000,15,719,365000,535000,609000,199000,Approved
471,4,Graduate,No,878000,1790000,10,646,686000,202000,935000,732000,Approved
472,1,Not Graduate,No,537000,3471000,15,627,564000,129000,2136000,85000,Rejected
473,2,Not Graduate,Yes,582000,4591000,25,640,1501000,282000,1525000,76000,Rejected
474,3,Graduate,No,790000,5000000,15,641,1823000,427000,2841000,1251000,Rejected
475,1,Graduate,No,1047000,5000000,10,643,2113000,331000,3988000,745000,Approved
476,4,Graduate,No,561000,1668000,20,634,1057000,166000,1328000,802000,Approved
477,1,Graduate,No,1398000,5000000,25,671,2160000,3072000,4504000,296000,Approved
478,0,Not Graduate,No,333000,1321000,10,714,1045000,462000,1209000,452000,Rejected
479,2,Graduate,No,703000,2813000,20,545,2309000,1093000,482000,931000,Rejected
480,2,Not Graduate,Yes,3788000,5000000,20,561,10403000,2726000,4355000,6257000,Approved
481,4,Graduate,No,809000,1856000,15,501,989000,112000,1348000,363000,Rejected
482,2,Not Graduate,Yes,1777000,5000000,20,724,5730000,4302000,4494000,1999000,Rejected
483,0,Graduate,Yes,743000,5000000,15,671,2170000,100000,2301000,1343000,Approved
484,1,Graduate,No,1021000,5000000,15,693,712000,2100000,1476000,489000,Rejected
485,1,Graduate,Yes,675000,4516000,15,528,941000,1122000,2286000,198000,Rejected
486,2,Graduate,No,627000,2722000,10,802,845000,639000,1663000,453000,Approved
487,1,Not Graduate,No,422000,1011000,20,598,1112000,788000,654000,815000,Rejected
488,2,Graduate,No,926000,5000000,20,664,1830000,1770000,2551000,331000,Rejected
489,4,Not Graduate,No,402000,2244000,15,723,464000,883000,1376000,114000,Approved
490,2,Graduate,No,1079000,5000000,20,566,1121000,1470000,1522000,2153000,Approved
491,3,Graduate,No,1417000,3820000,10,604,2500000,757000,2280000,1157000,Approved
492,1,Graduate,Yes,888000,3402000,10,665,2159000,1271000,2485000,303000,Approved
493,3,Graduate,No,581000,2419000,20,893,1120000,144000,1032000,662000,Approved
494,1,Not Graduate,Yes,940000,5000000,10,676,1067000,884000,745000,72000,Rejected
495,2,Graduate,No,573000,3854000,20,787,1309000,874000,1966000,504000,Approved
496,1,Graduate,No,1286000,5000000,15,752,4497000,810000,1139000,155000,Approved
497,0,Graduate,No,213000,804000,20,681,184000,461000,226000,245000,Approved
498,1,Not Graduate,No,563000,2794000,15,566,1121000,1374000,1962000,714000,Rejected
499,1,Not Graduate,Yes,192000,417000,15,740,288000,36000,500000,11000,Rejected
500,4,Not Graduate,No,265000,932000,20,523,265000,136000,473000,278000,Rejected
501,1,Graduate,No,1699000,5000000,20,786,5270000,2009000,2700000,3216000,Approved
502,5,Graduate,No,1253000,5000000,10,667,4216000,119000,1021000,1035000,Approved
503,2,Graduate,No,439000,2118000,25,425,624000,102000,160000,839000,Rejected
504,1,Not Graduate,Yes,264000,1105000,15,621,373000,594000,963000,509000,Rejected
505,1,Graduate,No,120000,689000,10,706,71000,14000,33000,62000,Rejected
506,1,Not Graduate,No,492000,3430000,15,630,1120000,304000,168000,579000,Rejected
507,3,Not Graduate,Yes,3376000,5000000,20,711,1300000,3575000,10240000,5635000,Approved
508,0,Graduate,No,929000,3769000,20,578,1754000,48000,3331000,1331000,Approved
509,4,Not Graduate,No,487000,3034000,20,539,384000,987000,1397000,746000,Rejected
510,0,Graduate,No,947000,5000000,20,644,2321000,1965000,989000,529000,Approved
511,1,Graduate,No,254000,1766000,10,653,831000,251000,294000,467000,Rejected
512,0,Graduate,No,577000,1879000,15,620,337000,291000,2221000,294000,Rejected
513,3,Graduate,No,747000,3911000,10,754,2083000,1666000,2114000,977000,Approved
514,2,Not Graduate,No,662000,4899000,20,578,1958000,1123000,2203000,1175000,Rejected
515,4,Graduate,No,1170000,5000000,10,677,1011000,1532000,2154000,879000,Approved
516,1,Not Graduate,No,876000,4011000,20,656,2849000,859000,2741000,987000,Approved
517,0,Not Graduate,No,1081000,5000000,20,518,2472000,1457000,4243000,1510000,Rejected
518,3,Graduate,No,447000,1197000,20,538,899000,279000,667000,832000,Rejected
519,2,Graduate,No,1255000,5000000,5,651,3073000,1411000,1694000,1159000,Approved
520,3,Graduate,No,2018000,5000000,10,818,2466000,3460000,540000,2475000,Approved
521,2,Graduate,No,373000,1083000,25,699,142000,384000,1109000,122000,Approved
522,3,Graduate,No,393000,2471000,20,503,674000,673000,408000,70000,Rejected
523,0,Not Graduate,No,1668000,5000000,15,386,4468000,3080000,1819000,153000,Approved
524,5,Not Graduate,No,618000,4399000,20,712,2002000,1164000,1585000,605000,Approved
525,0,Graduate,No,1743000,5000000,25,642,2922000,2480000,5197000,1942000,Approved
526,3,Not Graduate,No,525000,3798000,15,747,600000,242000,887000,115000,Approved
527,1,Graduate,No,1802000,4300000,25,575,1298000,3156000,6818000,726000,Rejected
528,3,Not Graduate,No,762000,4984000,10,680,2510000,1561000,557000,434000,Rejected
529,4,Not Graduate,No,828000,5000000,25,722,860000,195000,1786000,1480000,Approved
530,4,Not Graduate,Yes,1936000,5000000,10,612,6225000,4336000,4855000,472000,Rejected
531,2,Graduate,Yes,553000,3100000,15,614,491000,1301000,1387000,556000,Rejected
532,2,Not Graduate,No,380000,863000,10,652,136000,635000,1011000,604000,Approved
533,3,Graduate,Yes,523000,3732000,20,696,532000,145000,1345000,914000,Rejected
534,2,Graduate,No,939000,2139000,25,649,1762000,1535000,2993000,1316000,Approved
535,2,Graduate,No,253000,982000,15,733,358000,225000,829000,144000,Approved
536,1,Graduate,No,1059000,5000000,15,611,3394000,804000,4143000,304000,Approved
537,2,Graduate,No,493000,3795000,15,537,1008000,45000,1856000,176000,Approved
538,1,Graduate,No,1476000,5000000,10,818,999000,2675000,3141000,2291000,Approved
539,3,Not Graduate,No,148000,719000,20,599,341000,210000,422000,93000,Rejected
540,1,Graduate,No,420000,1287000,5,602,649000,473000,701000,298000,Rejected
541,2,Not Graduate,No,234000,1153000,25,644,579000,227000,617000,92000,Approved
542,4,Not Graduate,No,409000,1069000,25,656,1152000,421000,53000,367000,Approved
543,2,Graduate,No,822000,5000000,10,617,2839000,931000,1261000,577000,Rejected
544,4,Not Graduate,No,623000,3341000,20,649,1337000,744000,2284000,465000,Approved
545,1,Graduate,No,594000,2630000,25,647,875000,145000,1623000,69000,Rejected
546,2,Graduate,No,631000,1563000,25,665,1065000,600000,106000,601000,Approved
547,2,Not Graduate,No,799000,3541000,20,450,1269000,128000,1709000,214000,Rejected
548,2,Not Graduate,No,363000,2613000,5,810,632000,704000,554000,397000,Approved
549,3,Graduate,Yes,1108000,5000000,5,637,439000,1447000,3606000,1501000,Approved
550,0,Not Graduate,Yes,1077000,2687000,20,699,1175000,2153000,590000,1201000,Approved
551,2,Graduate,No,899000,2661000,15,533,3111000,965000,2208000,302000,Rejected
552,0,Not Graduate,Yes,1005000,4376000,20,610,3286000,385000,2891000,1258000,Rejected
553,2,Graduate,No,849000,2214000,20,593,386000,636000,2057000,726000,Rejected
554,3,Graduate,No,2628000,5000000,15,775,9026000,1536000,3076000,1973000,Approved
555,0,Not Graduate,No,661000,3909000,10,600,1873000,727000,2111000,225000,Rejected
556,2,Graduate,No,573000,1472000,15,714,177000,1130000,1831000,1140000,Approved
557,2,Graduate,No,429000,2886000,25,595,1383000,125000,647000,350000,Rejected
558,3,Not Graduate,No,358000,1507000,15,612,1208000,358000,408000,336000,Rejected
559,0,Not Graduate,No,312000,1082000,5,629,721000,72000,839000,73000,Approved
560,2,Graduate,No,393000,2130000,25,759,1109000,385000,603000,537000,Approved
561,3,Not Graduate,No,669000,1392000,20,489,913000,974000,968000,402000,Rejected
